FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence
"TX, Zavala",2021,TX,Zavala County,48507,All patients,Adjusted Prevalence,"DR, any stage",5.24
"UT, Beaver",2021,UT,Beaver County,49001,All patients,Adjusted Prevalence,"DR, any stage",2.84
"UT, Box Elder",2021,UT,Box Elder County,49003,All patients,Adjusted Prevalence,"DR, any stage",2.03
"UT, Cache",2021,UT,Cache County,49005,All patients,Adjusted Prevalence,"DR, any stage",2.45
"UT, Carbon",2021,UT,Carbon County,49007,All patients,Adjusted Prevalence,"DR, any stage",2.19
"UT, Daggett",2021,UT,Daggett County,49009,All patients,Adjusted Prevalence,"DR, any stage",2.93
"UT, Davis",2021,UT,Davis County,49011,All patients,Adjusted Prevalence,"DR, any stage",2.49
"UT, Duchesne",2021,UT,Duchesne County,49013,All patients,Adjusted Prevalence,"DR, any stage",3.27
"UT, Emery",2021,UT,Emery County,49015,All patients,Adjusted Prevalence,"DR, any stage",2.17
"UT, Garfield",2021,UT,Garfield County,49017,All patients,Adjusted Prevalence,"DR, any stage",2.66
"UT, Grand",2021,UT,Grand County,49019,All patients,Adjusted Prevalence,"DR, any stage",1.41
"UT, Iron",2021,UT,Iron County,49021,All patients,Adjusted Prevalence,"DR, any stage",3.11
"UT, Juab",2021,UT,Juab County,49023,All patients,Adjusted Prevalence,"DR, any stage",2.22
"UT, Kane",2021,UT,Kane County,49025,All patients,Adjusted Prevalence,"DR, any stage",2.34
"UT, Millard",2021,UT,Millard County,49027,All patients,Adjusted Prevalence,"DR, any stage",2.81
"UT, Morgan",2021,UT,Morgan County,49029,All patients,Adjusted Prevalence,"DR, any stage",2.17
"UT, Piute",2021,UT,Piute County,49031,All patients,Adjusted Prevalence,"DR, any stage",2.88
"UT, Rich",2021,UT,Rich County,49033,All patients,Adjusted Prevalence,"DR, any stage",2.49
"UT, Salt Lake",2021,UT,Salt Lake County,49035,All patients,Adjusted Prevalence,"DR, any stage",2.49
"UT, San Juan",2021,UT,San Juan County,49037,All patients,Adjusted Prevalence,"DR, any stage",2.61
"UT, Sanpete",2021,UT,Sanpete County,49039,All patients,Adjusted Prevalence,"DR, any stage",2.61
"UT, Sevier",2021,UT,Sevier County,49041,All patients,Adjusted Prevalence,"DR, any stage",3.51
"UT, Summit",2021,UT,Summit County,49043,All patients,Adjusted Prevalence,"DR, any stage",1.29
"UT, Tooele",2021,UT,Tooele County,49045,All patients,Adjusted Prevalence,"DR, any stage",3.01
"UT, Uintah",2021,UT,Uintah County,49047,All patients,Adjusted Prevalence,"DR, any stage",3.66
"UT, Utah",2021,UT,Utah County,49049,All patients,Adjusted Prevalence,"DR, any stage",2.39
"UT, Wasatch",2021,UT,Wasatch County,49051,All patients,Adjusted Prevalence,"DR, any stage",1.53
"UT, Washington",2021,UT,Washington County,49053,All patients,Adjusted Prevalence,"DR, any stage",2.21
"UT, Wayne",2021,UT,Wayne County,49055,All patients,Adjusted Prevalence,"DR, any stage",2.52
"UT, Weber",2021,UT,Weber County,49057,All patients,Adjusted Prevalence,"DR, any stage",2.28
"VT, Addison",2021,VT,Addison County,50001,All patients,Adjusted Prevalence,"DR, any stage",1.94
"VT, Bennington",2021,VT,Bennington County,50003,All patients,Adjusted Prevalence,"DR, any stage",1.87
"VT, Caledonia",2021,VT,Caledonia County,50005,All patients,Adjusted Prevalence,"DR, any stage",2.43
"VT, Chittenden",2021,VT,Chittenden County,50007,All patients,Adjusted Prevalence,"DR, any stage",2.03
"VT, Essex",2021,VT,Essex County,50009,All patients,Adjusted Prevalence,"DR, any stage",2.16
"VT, Franklin",2021,VT,Franklin County,50011,All patients,Adjusted Prevalence,"DR, any stage",2.65
"VT, Grand Isle",2021,VT,Grand Isle County,50013,All patients,Adjusted Prevalence,"DR, any stage",2.36
"VT, Lamoille",2021,VT,Lamoille County,50015,All patients,Adjusted Prevalence,"DR, any stage",2.62
"VT, Orange",2021,VT,Orange County,50017,All patients,Adjusted Prevalence,"DR, any stage",2.02
"VT, Orleans",2021,VT,Orleans County,50019,All patients,Adjusted Prevalence,"DR, any stage",2.63
"VT, Rutland",2021,VT,Rutland County,50021,All patients,Adjusted Prevalence,"DR, any stage",2.43
"VT, Washington",2021,VT,Washington County,50023,All patients,Adjusted Prevalence,"DR, any stage",2.33
"VT, Windham",2021,VT,Windham County,50025,All patients,Adjusted Prevalence,"DR, any stage",3.08
"VT, Windsor",2021,VT,Windsor County,50027,All patients,Adjusted Prevalence,"DR, any stage",1.47
"VA, Accomack",2021,VA,Accomack County,51001,All patients,Adjusted Prevalence,"DR, any stage",3.52
"VA, Albemarle",2021,VA,Albemarle County,51003,All patients,Adjusted Prevalence,"DR, any stage",2.46
"VA, Alleghany",2021,VA,Alleghany County,51005,All patients,Adjusted Prevalence,"DR, any stage",2.51
"VA, Amelia",2021,VA,Amelia County,51007,All patients,Adjusted Prevalence,"DR, any stage",3.37
"VA, Amherst",2021,VA,Amherst County,51009,All patients,Adjusted Prevalence,"DR, any stage",4.24
"VA, Appomattox",2021,VA,Appomattox County,51011,All patients,Adjusted Prevalence,"DR, any stage",4.4
"VA, Arlington",2021,VA,Arlington County,51013,All patients,Adjusted Prevalence,"DR, any stage",2.13
"VA, Augusta",2021,VA,Augusta County,51015,All patients,Adjusted Prevalence,"DR, any stage",2.86
"VA, Bath",2021,VA,Bath County,51017,All patients,Adjusted Prevalence,"DR, any stage",2.69
"VA, Bedford",2021,VA,Bedford County,51019,All patients,Adjusted Prevalence,"DR, any stage",2.99
"VA, Bland",2021,VA,Bland County,51021,All patients,Adjusted Prevalence,"DR, any stage",2.49
"VA, Botetourt",2021,VA,Botetourt County,51023,All patients,Adjusted Prevalence,"DR, any stage",2.66
"VA, Brunswick",2021,VA,Brunswick County,51025,All patients,Adjusted Prevalence,"DR, any stage",5.26
"VA, Buchanan",2021,VA,Buchanan County,51027,All patients,Adjusted Prevalence,"DR, any stage",2.5
"VA, Buckingham",2021,VA,Buckingham County,51029,All patients,Adjusted Prevalence,"DR, any stage",3.15
"VA, Campbell",2021,VA,Campbell County,51031,All patients,Adjusted Prevalence,"DR, any stage",3.95
"VA, Caroline",2021,VA,Caroline County,51033,All patients,Adjusted Prevalence,"DR, any stage",3.44
"VA, Carroll",2021,VA,Carroll County,51035,All patients,Adjusted Prevalence,"DR, any stage",2.54
"VA, Charles City",2021,VA,Charles City County,51036,All patients,Adjusted Prevalence,"DR, any stage",4.17
"VA, Charlotte",2021,VA,Charlotte County,51037,All patients,Adjusted Prevalence,"DR, any stage",3.24
"VA, Chesterfield",2021,VA,Chesterfield County,51041,All patients,Adjusted Prevalence,"DR, any stage",2.84
"VA, Clarke",2021,VA,Clarke County,51043,All patients,Adjusted Prevalence,"DR, any stage",3.32
"VA, Craig",2021,VA,Craig County,51045,All patients,Adjusted Prevalence,"DR, any stage",3.42
"VA, Culpeper",2021,VA,Culpeper County,51047,All patients,Adjusted Prevalence,"DR, any stage",3.99
"VA, Cumberland",2021,VA,Cumberland County,51049,All patients,Adjusted Prevalence,"DR, any stage",3.15
"VA, Dickenson",2021,VA,Dickenson County,51051,All patients,Adjusted Prevalence,"DR, any stage",2.25
"VA, Dinwiddie",2021,VA,Dinwiddie County,51053,All patients,Adjusted Prevalence,"DR, any stage",3.29
"VA, Essex",2021,VA,Essex County,51057,All patients,Adjusted Prevalence,"DR, any stage",3.97
"VA, Fairfax",2021,VA,Fairfax County,51059,All patients,Adjusted Prevalence,"DR, any stage",2.17
"VA, Fauquier",2021,VA,Fauquier County,51061,All patients,Adjusted Prevalence,"DR, any stage",1.99
"VA, Floyd",2021,VA,Floyd County,51063,All patients,Adjusted Prevalence,"DR, any stage",3.13
"VA, Fluvanna",2021,VA,Fluvanna County,51065,All patients,Adjusted Prevalence,"DR, any stage",2.59
"VA, Franklin",2021,VA,Franklin County,51067,All patients,Adjusted Prevalence,"DR, any stage",2.79
"VA, Frederick",2021,VA,Frederick County,51069,All patients,Adjusted Prevalence,"DR, any stage",3.44
"VA, Giles",2021,VA,Giles County,51071,All patients,Adjusted Prevalence,"DR, any stage",2.1
"VA, Gloucester",2021,VA,Gloucester County,51073,All patients,Adjusted Prevalence,"DR, any stage",2.87
"VA, Goochland",2021,VA,Goochland County,51075,All patients,Adjusted Prevalence,"DR, any stage",3.3
"VA, Grayson",2021,VA,Grayson County,51077,All patients,Adjusted Prevalence,"DR, any stage",3.07
"VA, Greene",2021,VA,Greene County,51079,All patients,Adjusted Prevalence,"DR, any stage",2.74
"VA, Greensville",2021,VA,Greensville County,51081,All patients,Adjusted Prevalence,"DR, any stage",5.09
"VA, Halifax",2021,VA,Halifax County,51083,All patients,Adjusted Prevalence,"DR, any stage",3.9
"VA, Hanover",2021,VA,Hanover County,51085,All patients,Adjusted Prevalence,"DR, any stage",3.02
"VA, Henrico",2021,VA,Henrico County,51087,All patients,Adjusted Prevalence,"DR, any stage",3.3
"VA, Henry",2021,VA,Henry County,51089,All patients,Adjusted Prevalence,"DR, any stage",3.29
"VA, Highland",2021,VA,Highland County,51091,All patients,Adjusted Prevalence,"DR, any stage",2.17
"VA, Isle Of Wight",2021,VA,Isle of Wight County,51093,All patients,Adjusted Prevalence,"DR, any stage",2.83
"VA, James City",2021,VA,James City County,51095,All patients,Adjusted Prevalence,"DR, any stage",3
"VA, King And Queen",2021,VA,King and Queen County,51097,All patients,Adjusted Prevalence,"DR, any stage",4.85
"VA, King George",2021,VA,King George County,51099,All patients,Adjusted Prevalence,"DR, any stage",2.44
"VA, King William",2021,VA,King William County,51101,All patients,Adjusted Prevalence,"DR, any stage",3.64
"VA, Lancaster",2021,VA,Lancaster County,51103,All patients,Adjusted Prevalence,"DR, any stage",3.14
"VA, Lee",2021,VA,Lee County,51105,All patients,Adjusted Prevalence,"DR, any stage",2.65
"VA, Loudoun",2021,VA,Loudoun County,51107,All patients,Adjusted Prevalence,"DR, any stage",2.67
"VA, Louisa",2021,VA,Louisa County,51109,All patients,Adjusted Prevalence,"DR, any stage",3.15
"VA, Lunenburg",2021,VA,Lunenburg County,51111,All patients,Adjusted Prevalence,"DR, any stage",3.31
"VA, Madison",2021,VA,Madison County,51113,All patients,Adjusted Prevalence,"DR, any stage",4.15
"VA, Mathews",2021,VA,Mathews County,51115,All patients,Adjusted Prevalence,"DR, any stage",2.54
"VA, Mecklenburg",2021,VA,Mecklenburg County,51117,All patients,Adjusted Prevalence,"DR, any stage",4.15
"VA, Middlesex",2021,VA,Middlesex County,51119,All patients,Adjusted Prevalence,"DR, any stage",2.87
"VA, Montgomery",2021,VA,Montgomery County,51121,All patients,Adjusted Prevalence,"DR, any stage",2.75
"VA, Nelson",2021,VA,Nelson County,51125,All patients,Adjusted Prevalence,"DR, any stage",3.07
"VA, New Kent",2021,VA,New Kent County,51127,All patients,Adjusted Prevalence,"DR, any stage",3.14
"VA, Northampton",2021,VA,Northampton County,51131,All patients,Adjusted Prevalence,"DR, any stage",4.2
"VA, Northumberland",2021,VA,Northumberland County,51133,All patients,Adjusted Prevalence,"DR, any stage",3.62
"VA, Nottoway",2021,VA,Nottoway County,51135,All patients,Adjusted Prevalence,"DR, any stage",3.45
"VA, Orange",2021,VA,Orange County,51137,All patients,Adjusted Prevalence,"DR, any stage",3
"VA, Page",2021,VA,Page County,51139,All patients,Adjusted Prevalence,"DR, any stage",3.29
"VA, Patrick",2021,VA,Patrick County,51141,All patients,Adjusted Prevalence,"DR, any stage",2.41
"VA, Pittsylvania",2021,VA,Pittsylvania County,51143,All patients,Adjusted Prevalence,"DR, any stage",3.69
"VA, Powhatan",2021,VA,Powhatan County,51145,All patients,Adjusted Prevalence,"DR, any stage",3.12
"VA, Prince Edward",2021,VA,Prince Edward County,51147,All patients,Adjusted Prevalence,"DR, any stage",2.62
"VA, Prince George",2021,VA,Prince George County,51149,All patients,Adjusted Prevalence,"DR, any stage",3.37
"VA, Prince William",2021,VA,Prince William County,51153,All patients,Adjusted Prevalence,"DR, any stage",3.05
"VA, Pulaski",2021,VA,Pulaski County,51155,All patients,Adjusted Prevalence,"DR, any stage",2.4
"VA, Rappahannock",2021,VA,Rappahannock County,51157,All patients,Adjusted Prevalence,"DR, any stage",2.89
"VA, Richmond",2021,VA,Richmond County,51159,All patients,Adjusted Prevalence,"DR, any stage",3.43
"VA, Roanoke",2021,VA,Roanoke County,51161,All patients,Adjusted Prevalence,"DR, any stage",2.36
"VA, Rockbridge",2021,VA,Rockbridge County,51163,All patients,Adjusted Prevalence,"DR, any stage",3.21
"VA, Rockingham",2021,VA,Rockingham County,51165,All patients,Adjusted Prevalence,"DR, any stage",2.22
"VA, Russell",2021,VA,Russell County,51167,All patients,Adjusted Prevalence,"DR, any stage",2.36
"VA, Scott",2021,VA,Scott County,51169,All patients,Adjusted Prevalence,"DR, any stage",2.62
"VA, Shenandoah",2021,VA,Shenandoah County,51171,All patients,Adjusted Prevalence,"DR, any stage",2.67
"VA, Smyth",2021,VA,Smyth County,51173,All patients,Adjusted Prevalence,"DR, any stage",3.68
"VA, Southampton",2021,VA,Southampton County,51175,All patients,Adjusted Prevalence,"DR, any stage",3.43
"VA, Spotsylvania",2021,VA,Spotsylvania County,51177,All patients,Adjusted Prevalence,"DR, any stage",2.59
"VA, Stafford",2021,VA,Stafford County,51179,All patients,Adjusted Prevalence,"DR, any stage",2.57
"VA, Surry",2021,VA,Surry County,51181,All patients,Adjusted Prevalence,"DR, any stage",3.99
"VA, Sussex",2021,VA,Sussex County,51183,All patients,Adjusted Prevalence,"DR, any stage",4.21
"VA, Tazewell",2021,VA,Tazewell County,51185,All patients,Adjusted Prevalence,"DR, any stage",2.2
"VA, Warren",2021,VA,Warren County,51187,All patients,Adjusted Prevalence,"DR, any stage",3
"VA, Washington",2021,VA,Washington County,51191,All patients,Adjusted Prevalence,"DR, any stage",2.06
"VA, Westmoreland",2021,VA,Westmoreland County,51193,All patients,Adjusted Prevalence,"DR, any stage",3.12
"VA, Wise",2021,VA,Wise County,51195,All patients,Adjusted Prevalence,"DR, any stage",2.64
"VA, Wythe",2021,VA,Wythe County,51197,All patients,Adjusted Prevalence,"DR, any stage",3.39
"VA, York",2021,VA,York County,51199,All patients,Adjusted Prevalence,"DR, any stage",3.92
"VA, Alexandria City",2021,VA,Alexandria city,51510,All patients,Adjusted Prevalence,"DR, any stage",2.26
"VA, Bedford City",2021,VA,Bedford city,51515,All patients,Adjusted Prevalence,"DR, any stage",2.67
"VA, Bristol City",2021,VA,Bristol city,51520,All patients,Adjusted Prevalence,"DR, any stage",2.58
"VA, Buena Vista City",2021,VA,Buena Vista city,51530,All patients,Adjusted Prevalence,"DR, any stage",3.23
"VA, Charlottesville City",2021,VA,Charlottesville city,51540,All patients,Adjusted Prevalence,"DR, any stage",2.27
"VA, Chesapeake City",2021,VA,Chesapeake city,51550,All patients,Adjusted Prevalence,"DR, any stage",3.65
"VA, Colonial Heights Cit",2021,VA,Colonial Heights city,51570,All patients,Adjusted Prevalence,"DR, any stage",2.49
"VA, Covington City",2021,VA,Covington city,51580,All patients,Adjusted Prevalence,"DR, any stage",3.29
"VA, Danville City",2021,VA,Danville city,51590,All patients,Adjusted Prevalence,"DR, any stage",3.62
"VA, Emporia City",2021,VA,Emporia city,51595,All patients,Adjusted Prevalence,"DR, any stage",4.39
"VA, Fairfax City",2021,VA,Fairfax city,51600,All patients,Adjusted Prevalence,"DR, any stage",2.17
"VA, Falls Church City",2021,VA,Falls Church city,51610,All patients,Adjusted Prevalence,"DR, any stage",1.3
"VA, Franklin City",2021,VA,Franklin city,51620,All patients,Adjusted Prevalence,"DR, any stage",2.77
"VA, Fredericksburg City",2021,VA,Fredericksburg city,51630,All patients,Adjusted Prevalence,"DR, any stage",2.41
"VA, Galax City",2021,VA,Galax city,51640,All patients,Adjusted Prevalence,"DR, any stage",3.21
"VA, Hampton City",2021,VA,Hampton city,51650,All patients,Adjusted Prevalence,"DR, any stage",4.21
"VA, Harrisonburg City",2021,VA,Harrisonburg city,51660,All patients,Adjusted Prevalence,"DR, any stage",2.25
"VA, Hopewell City",2021,VA,Hopewell city,51670,All patients,Adjusted Prevalence,"DR, any stage",3.59
"VA, Lexington City",2021,VA,Lexington city,51678,All patients,Adjusted Prevalence,"DR, any stage",3.3
"VA, Lynchburg City",2021,VA,Lynchburg city,51680,All patients,Adjusted Prevalence,"DR, any stage",3.9
"VA, Manassas City",2021,VA,Manassas city,51683,All patients,Adjusted Prevalence,"DR, any stage",2.88
"VA, Manassas Park City",2021,VA,Manassas Park city,51685,All patients,Adjusted Prevalence,"DR, any stage",2.84
"VA, Martinsville City",2021,VA,Martinsville city,51690,All patients,Adjusted Prevalence,"DR, any stage",4.54
"VA, Newport News City",2021,VA,Newport News city,51700,All patients,Adjusted Prevalence,"DR, any stage",3.56
"VA, Norfolk City",2021,VA,Norfolk city,51710,All patients,Adjusted Prevalence,"DR, any stage",3.56
"VA, Norton City",2021,VA,Norton city,51720,All patients,Adjusted Prevalence,"DR, any stage",2.7
"VA, Petersburg City",2021,VA,Petersburg city,51730,All patients,Adjusted Prevalence,"DR, any stage",5.07
"VA, Poquoson City",2021,VA,Poquoson city,51735,All patients,Adjusted Prevalence,"DR, any stage",2.81
"VA, Portsmouth City",2021,VA,Portsmouth city,51740,All patients,Adjusted Prevalence,"DR, any stage",4.26
"VA, Radford City",2021,VA,Radford city,51750,All patients,Adjusted Prevalence,"DR, any stage",4.11
"VA, Richmond City",2021,VA,Richmond city,51760,All patients,Adjusted Prevalence,"DR, any stage",3.72
"VA, Roanoke City",2021,VA,Roanoke city,51770,All patients,Adjusted Prevalence,"DR, any stage",3.64
"VA, Salem City",2021,VA,Salem city,51775,All patients,Adjusted Prevalence,"DR, any stage",3.37
"VA, Staunton City",2021,VA,Staunton city,51790,All patients,Adjusted Prevalence,"DR, any stage",2.73
"VA, Suffolk City",2021,VA,Suffolk city,51800,All patients,Adjusted Prevalence,"DR, any stage",3.31
"VA, Virginia Beach City",2021,VA,Virginia Beach city,51810,All patients,Adjusted Prevalence,"DR, any stage",3.31
"VA, Waynesboro City",2021,VA,Waynesboro city,51820,All patients,Adjusted Prevalence,"DR, any stage",2.76
"VA, Williamsburg City",2021,VA,Williamsburg city,51830,All patients,Adjusted Prevalence,"DR, any stage",3.16
"VA, Winchester City",2021,VA,Winchester city,51840,All patients,Adjusted Prevalence,"DR, any stage",2.96
"WA, Adams",2021,WA,Adams County,53001,All patients,Adjusted Prevalence,"DR, any stage",3.73
"WA, Asotin",2021,WA,Asotin County,53003,All patients,Adjusted Prevalence,"DR, any stage",2.07
"WA, Benton",2021,WA,Benton County,53005,All patients,Adjusted Prevalence,"DR, any stage",3.13
"WA, Chelan",2021,WA,Chelan County,53007,All patients,Adjusted Prevalence,"DR, any stage",2.81
"WA, Clallam",2021,WA,Clallam County,53009,All patients,Adjusted Prevalence,"DR, any stage",2.1
